,word,count,type
126,inevitable,1,adj
127,gross,6,adj
128,massive,8,adj
129,committed,2,adj
130,spanish,8,adj
131,administrative,9,adj
132,experienced,4,adj
133,ulterior,5,adj
134,social,19,adj
135,economic,17,adj
136,extreme,5,adj
137,many,170,adj
138,double,8,adj
139,trenchant,1,adj
140,recent,32,adj
141,dark,9,adj
142,classical,2,adj
143,logical,1,adj
144,upper,7,adj
145,militant,18,adj
146,lebanese,5,adj
147,chief,6,adj
148,violent,7,adj
149,happy,13,adj
150,fantastic,19,adj
151,fucking,2,adj
152,direct,21,adj
153,bilateral,2,adj
154,strong,25,adj
155,privileged,5,adj
156,perverted,1,adj
157,quick,14,adj
158,conventional,5,adj
159,confidential,10,adj
160,close,23,adj
161,highest,5,adj
162,short,30,adj
163,alternative,9,adj
164,additional,28,adj
165,financial,21,adj
166,material,2,adj
167,intrastate,1,adj
168,senior,23,adj
169,adverse,2,adj
170,necessary,12,adj
171,further,14,adj
172,clean,19,adj
173,different,64,adj
174,much,54,adj
175,extra,21,adj
176,physical,13,adj
177,important,28,adj
178,sooner,1,adj
179,certain,29,adj
180,interesting,9,adj
181,cool,6,adj
182,free,42,adj
183,affectionate,2,adj
184,ultimate,6,adj
185,intimate,2,adj
186,mutual,7,adj
187,true,15,adj
188,greater,5,adj
189,considerable,8,adj
190,emotional,2,adj
191,clear,9,adj
192,straight,4,adj
193,raw,4,adj
194,fisrt,1,adj
195,historical,7,adj
196,unable,2,adj
197,imperial,2,adj
198,live,10,adj
199,special,34,adj
200,prompt,7,adj
201,attached,1,adj
202,only,68,adj
203,alternate,2,adj
204,aggregate,1,adj
205,appropriate,12,adj
206,fed,1,adj
207,geometric,1,adj
208,brownian,1,adj
209,hourly,2,adj
210,ordinary,3,adj
211,least,1,adj
212,standard,10,adj
213,positive,10,adj
214,monthly,9,adj
215,kindest,1,adj
216,bright,6,adj
217,personable,1,adj
218,nice,65,adj
219,stochastic,1,adj
220,net,4,adj
221,proper,8,adj
222,fractional,1,adj
223,personal,25,adj
224,knowledgeable,2,adj
225,various,16,adj
226,convenient,6,adj
227,common,17,adj
228,such,59,adj
229,devoted,4,adj
230,specific,18,adj
231,preliminary,2,adj
232,vital,7,adj
233,delicious,7,adj
234,hot,15,adj
235,closer,3,adj
236,non-human,3,adj
237,useful,6,adj
238,japanese,7,adj
239,sophisticated,2,adj
240,conversational,1,adj
241,former,38,adj
242,dear,4,adj
243,multiple,10,adj
244,planetary,1,adj
245,national,20,adj
246,fourth,4,adj
247,indian,45,adj
248,human,32,adj
249,seak,1,adj
250,harmless,1,adj
251,silky,1,adj
252,frequent,6,adj
253,discount,3,adj
254,cheap,19,adj
255,corporate,20,adj
256,promotional,3,adj
257,foreign,17,adj
258,excellent,56,adj
259,complete,15,adj
260,online,15,adj
261,larger,17,adj
262,behavioral,1,adj
263,lengthy,2,adj
264,intensive,1,adj
265,strange,2,adj
266,sexual,8,adj
267,sincere,1,adj
268,genuine,2,adj
269,unlimited,7,adj
270,uncensored,3,adj
271,secure,4,adj
272,east,7,adj
273,specialized,2,adj
274,total,19,adj
275,freelance,1,adj
276,natural,29,adj
277,therapeutic,1,adj
278,green,18,adj
279,warm,14,adj
280,vast,11,adj
281,mighty,1,adj
282,bountiful,1,adj
283,wildest,1,adj
284,laden,1,adj
285,toxic,7,adj
286,heavy,10,adj
287,similar,15,adj
288,current,26,adj
289,qualified,6,adj
290,public,31,adj
291,available,14,adj
292,prior,11,adj
293,affordable,11,adj
294,crude,3,adj
295,light,6,adj
296,sweet,8,adj
297,offshore,2,adj
298,global,41,adj
299,nonessential,2,adj
300,giant,3,adj
301,record,3,adj
302,excelnt,1,adj
303,wise,4,adj
304,commercial,11,adj
305,bureaucratic,1,adj
306,potential,9,adj
307,interim,2,adj
308,upcoming,7,adj
309,presidential,8,adj
310,official,14,adj
311,unrestricted,1,adj
312,civil,18,adj
313,done,3,adj
314,critical,5,adj
315,argentinian,3,adj
316,beautiful,18,adj
317,lucky,4,adj
318,bare,3,adj
319,stupid,4,adj
320,migratory,2,adj
321,under,1,adj
322,stranger,1,adj
323,famous,3,adj
324,academic,3,adj
325,forensic,1,adj
326,smart,7,adj
327,touch,1,adj
328,officiol,1,adj
329,faster,4,adj
330,stereo,1,adj
331,dodgy,1,adj
332,irish,10,adj
333,nearby,2,adj
334,romantic,4,adj
335,modern,17,adj
336,final,29,adj
337,german,9,adj
338,asian,12,adj
339,edible,2,adj
340,suburban,1,adj
341,visible,6,adj
342,perfect,16,adj
343,male,6,adj
344,unfertilized,1,adj
345,automatic,2,adj
346,inclusive,1,adj
347,earlier,17,adj
348,coagulated,1,adj
349,numerous,9,adj
350,white,16,adj
351,liberal,4,adj
352,tiny,5,adj
353,creme,1,adj
354,siamese,1,adj
355,norwegian,3,adj
356,blue,7,adj
357,veiled,1,adj
358,female,7,adj
359,key,25,adj
360,limited,10,adj
361,early,23,adj
362,amazing,26,adj
363,indoor,4,adj
364,easiest,5,adj
365,right,30,adj
366,french,13,adj
367,straigthforward,1,adj
368,sexy,1,adj
369,unique,11,adj
370,lovley,1,adj
371,fab,1,adj
372,square,2,adj
373,cheapest,13,adj
374,mexican,7,adj
375,informed,1,adj
376,wonderful,31,adj
377,reasonable,16,adj
378,favorite,18,adj
379,outstanding,9,adj
380,professional,20,adj
381,friendly,33,adj
382,pleasant,9,adj
383,horrible,16,adj
384,easy,18,adj
385,helpful,7,adj
386,awesome,17,adj
387,worth,7,adj
388,nicest,4,adj
389,cosy,1,adj
390,prime,7,adj
391,luxurious,2,adj
392,homestyle,1,adj
393,average,10,adj
394,crappy,5,adj
395,poor,27,adj
396,hard,19,adj
397,holy,5,adj
398,wrong,14,adj
399,diverse,2,adj
400,worst,29,adj
401,mediterranean,1,adj
402,fat,2,adj
403,fast,15,adj
404,yellow,6,adj
405,satisfying,1,adj
406,italian,11,adj
407,discussing,1,adj
408,negative,5,adj
409,hidden,4,adj
410,cold,4,adj
411,daily,21,adj
412,dead,14,adj
413,mass,8,adj
414,smaller,9,adj
415,elementary,3,adj
416,stunning,1,adj
417,relaxing,1,adj
418,inspiring,1,adj
419,decent,12,adj
420,born,1,adj
421,spontaneous,1,adj
422,single,24,adj
423,urgent,4,adj
424,lovely,11,adj
425,charming,1,adj
426,homely,1,adj
427,yummy,2,adj
428,creative,7,adj
429,chronic,5,adj
430,intractable,2,adj
431,sure,7,adj
432,electric,7,adj
433,accurate,4,adj
434,cheep,1,adj
435,criminal,8,adj
436,exceptional,4,adj
437,overpriced,4,adj
438,obvious,5,adj
439,authentic,4,adj
440,british,5,adj
441,fresh,16,adj
442,neat,1,adj
443,solar,3,adj
444,pure,5,adj
445,gorgeous,1,adj
446,enough,20,adj
447,knowledgable,1,adj
448,useless,4,adj
449,regular,15,adj
450,honest,8,adj
451,lowest,3,adj
452,dental,6,adj
453,usual,11,adj
454,quality,9,adj
455,typical,7,adj
456,indie,1,adj
457,adj,2,adj
458,fledged,1,adj
459,peaceful,4,adj
460,angry,4,adj
461,anti-american,2,adj
462,dedicated,3,adj
463,aggressive,4,adj
464,tense,1,adj
465,disproportionate,1,adj
466,idelogical,1,adj
467,actual,12,adj
468,anti-gay,1,adj
469,front,14,adj
470,biggest,6,adj
471,humanitarian,1,adj
472,troubling,1,adj
473,ethnic,5,adj
474,dazzling,1,adj
475,less,13,adj
476,ostensible,1,adj
477,intrinsic,1,adj
478,medical,16,adj
479,tremendous,3,adj
480,leftist,1,adj
481,legitimate,5,adj
482,parliamentary,1,adj
483,serious,15,adj
484,cancerous,1,adj
485,innocent,7,adj
486,eventual,1,adj
487,inherent,2,adj
488,plain,6,adj
489,willing,7,adj
490,mortal,2,adj
491,basic,9,adj
492,initial,17,adj
493,anti-shiite,1,adj
494,islamic,10,adj
495,anti-muslim,1,adj
496,executive,20,adj
497,bitter,1,adj
498,afghan,11,adj
499,21st,2,adj
500,worrying,1,adj
501,technical,9,adj
502,wahhabi,1,adj
503,joint,4,adj
504,egyptian,14,adj
505,distinctive,2,adj
506,jordanian,1,adj
507,salafi,1,adj
508,like,10,adj
509,original,13,adj
510,worrisome,1,adj
511,orange,1,adj
512,fundamentalist,4,adj
513,preeminent,1,adj
514,operational,4,adj
515,counter-terrorism,1,adj
516,excited,1,adj
517,pakistani,19,adj
518,protective,3,adj
519,brown,2,adj
520,blonde,1,adj
521,overdue,1,adj
522,due,4,adj
523,preferable,1,adj
524,broken,2,adj
525,stronger,1,adj
526,suitable,3,adj
527,related,15,adj
528,earliest,3,adj
529,separate,15,adj
530,excess,1,adj
531,wholesale,7,adj
532,blank,5,adj
533,sample,1,adj
534,subject,3,adj
535,imminent,1,adj
536,speculative,1,adj
537,greatest,5,adj
538,responsible,6,adj
539,minor,6,adj
540,healthy,5,adj
541,comprehensive,8,adj
542,ample,1,adj
543,depressing,1,adj
544,defunctc,1,adj
545,legal,31,adj
546,acceptable,3,adj
547,regulatory,5,adj
548,latest,8,adj
549,ideal,2,adj
550,correct,8,adj
551,respective,3,adj
552,african,2,adj
553,uplifting,1,adj
554,interactive,1,adj
555,active,8,adj
556,exciting,2,adj
557,minded,2,adj
558,integrated,2,adj
559,gay,4,adj
560,baptist,1,adj
561,coupled,1,adj
562,lazy,2,adj
563,brillant,1,adj
564,lovable,1,adj
565,compelling,2,adj
566,urban,6,adj
567,deadly,2,adj
568,artificial,1,adj
569,inhibitory,3,adj
570,cortical,2,adj
571,recurrent,1,adj
572,excitatory,1,adj
573,precise,1,adj
574,costly,1,adj
575,overwhelming,5,adj
576,powerful,10,adj
577,destructive,2,adj
578,chilean,1,adj
579,level,1,adj
580,annual,4,adj
581,chinese,22,adj
582,avid,1,adj
583,furry,1,adj
584,cuddly,2,adj
585,ready,3,adj
586,minimum,7,adj
587,magic,2,adj
588,bass,1,adj
589,kind,6,adj
590,timid,1,adj
591,lunar,5,adj
592,tight,5,adj
593,sleek,2,adj
594,extended,2,adj
595,gargantuan,1,adj
596,solid,4,adj
597,metric,1,adj
598,external,4,adj
599,funny,3,adj
600,slight,7,adj
601,essential,1,adj
602,grand,3,adj
603,secret,4,adj
604,cowardly,1,adj
605,diffrent,1,adj
606,preferential,1,adj
607,alexandrine,1,adj
608,rough,3,adj
609,near,5,adj
610,far,3,adj
611,previous,14,adj
612,rich,3,adj
613,domestic,4,adj
614,pre-university,1,adj
615,above,8,adj
616,mad,2,adj
617,guaranteed,1,adj
618,compact,3,adj
619,weird,3,adj
620,fifferent,1,adj
621,captive,2,adj
622,hind,2,adj
623,hid,1,adj
624,fluid,3,adj
625,sized,1,adj
626,sensible,1,adj
627,fitted,1,adj
628,moderate,3,adj
629,waterproof,3,adj
630,optical,3,adj
631,digital,5,adj
632,individual,5,adj
633,bl**dy,1,adj
634,metro,2,adj
635,1/2,1,adj
636,bland,3,adj
637,sick,6,adj
638,meal,2,adj
639,casual,1,adj
640,australian,2,adj
641,friendliest,1,adj
642,informative,1,adj
643,bast,1,adj
644,red,5,adj
645,greek,2,adj
646,finest,2,adj
647,awful,3,adj
648,oily,1,adj
649,mobile,5,adj
650,lower,6,adj
651,brilliant,1,adj
652,rudest,2,adj
653,vegetarian,3,adj
654,artistic,2,adj
655,contemporary,1,adj
656,breathtaking,1,adj
657,fabulous,6,adj
658,sheer,2,adj
659,wooden,1,adj
660,safe,10,adj
661,transparent,2,adj
662,wornderful,1,adj
663,nasty,2,adj
664,rude,8,adj
665,superior,3,adj
666,fine,10,adj
667,mystified,1,adj
668,exelent,1,adj
669,weekly,13,adj
670,significant,14,adj
671,worse,2,adj
672,thai,7,adj
673,ok,8,adj
674,slow,9,adj
675,terrible,12,adj
676,hungry,1,adj
677,organized,6,adj
678,back,6,adj
679,electrical,4,adj
680,cleanest,2,adj
681,satisfactory,4,adj
682,relaxed,2,adj
683,spicy,5,adj
684,computer,1,adj
685,involved,9,adj
686,challenging,4,adj
687,noticeable,1,adj
688,post-op,1,adj
689,rear,5,adj
690,busy,9,adj
691,definite,2,adj
692,incompetent,1,adj
693,lackluster,2,adj
694,discriminating,1,adj
695,careless,1,adj
696,bigger,8,adj
697,mediocre,1,adj
698,luster,1,adj
699,tasty,2,adj
700,deep,12,adj
701,syrian,8,adj
702,respected,1,adj
703,cosmetic,1,adj
704,assistant,1,adj
705,dominant,4,adj
706,junior,2,adj
707,mere,3,adj
708,scared,1,adj
709,bloody,7,adj
710,governmental,3,adj
711,sudden,2,adj
712,false,5,adj
713,shia,2,adj
714,fallujan,3,adj
715,pregnant,1,adj
716,unforgivable,1,adj
717,soothing,1,adj
718,authoritative,1,adj
719,scientific,4,adj
720,widespread,1,adj
721,russian,4,adj
722,dramatic,5,adj
723,reproductive,1,adj
724,neonatal,1,adj
725,post-accident,1,adj
726,persistent,2,adj
727,glandular,2,adj
728,primitive,1,adj
729,wholesome,1,adj
730,uncontaminated,1,adj
731,remaining,1,adj
732,middle,2,adj
733,iron,2,adj
734,unnecessary,2,adj
735,provocative,1,adj
736,sharp,1,adj
737,republican,5,adj
738,partial,3,adj
739,oldest,6,adj
740,strongest,4,adj
741,fated,1,adj
742,authoritarian,1,adj
743,latter,2,adj
744,dire,2,adj
745,neoconservative,1,adj
746,asymmetrical,6,adj
747,thorough,2,adj
748,late,11,adj
749,ramshackle,1,adj
750,weak,2,adj
751,anti-israeli,1,adj
752,ideological,1,adj
753,theocratic,1,adj
754,moral,6,adj
755,populist,1,adj
756,indefinite,2,adj
757,unprecedented,2,adj
758,pro-zionist,1,adj
759,sinhala,1,adj
760,sinhalese,3,adj
761,formal,13,adj
762,lankan,1,adj
763,reclusive,1,adj
764,tamil,1,adj
765,diplomatic,2,adj
766,older,10,adj
767,capable,4,adj
768,provincial,2,adj
769,tangible,1,adj
770,frustrated,1,adj
771,difficult,8,adj
772,dirty,4,adj
773,neighborly,1,adj
774,hindu,4,adj
775,conciliatory,2,adj
776,hawkish,1,adj
777,democratic,3,adj
778,defensive,2,adj
779,feasible,3,adj
780,quixotic,1,adj
781,third,17,adj
782,jihadi,1,adj
783,catastrophic,2,adj
784,empty,2,adj
785,trusty,2,adj
786,lucrative,1,adj
787,supersonic,1,adj
788,journalistic,1,adj
789,brief,3,adj
790,yearly,4,adj
791,anti-bush,1,adj
792,honorable,4,adj
793,eerie,2,adj
794,shrill,1,adj
795,amusing,2,adj
796,nonsensical,1,adj
797,kurdish,2,adj
798,largest,11,adj
799,sectarian,2,adj
800,rabid,1,adj
801,viable,3,adj
802,commonsense,1,adj
803,central,7,adj
804,seperate,3,adj
805,fatal,2,adj
806,tribal,2,adj
807,faithful,3,adj
808,pesky,1,adj
809,skinned,1,adj
810,inquisitive,1,adj
811,regional,11,adj
812,philippine,3,adj
813,ancient,3,adj
814,post-chavez,1,adj
815,venezuelan,1,adj
816,vain,1,adj
817,comfortable,9,adj
818,embarrassing,2,adj
819,wider,3,adj
820,relevant,5,adj
821,non-social,1,adj
822,ongoing,8,adj
823,missing,4,adj
824,pro-india,2,adj
825,bangladeshi,3,adj
826,virtual,2,adj
827,absolute,8,adj
828,glaring,2,adj
829,arakan,2,adj
830,alleged,3,adj
831,miserable,2,adj
832,northeastern,1,adj
833,secessionist,1,adj
834,unnamed,3,adj
835,fake,3,adj
836,unofficial,1,adj
837,unlawful,1,adj
838,naval,5,adj
839,strategic,2,adj
840,anti-india,1,adj
841,formidable,1,adj
842,maritime,2,adj
843,steady,2,adj
844,anti-indian,1,adj
845,quarterly,1,adj
846,balochi,2,adj
847,constant,3,adj
848,electoral,2,adj
849,favourite,1,adj
850,tripartite,2,adj
851,tough,7,adj
852,tactical,2,adj
853,anti-army,1,adj
854,actionable,1,adj
855,strenuous,1,adj
856,election,1,adj
857,pashtun,1,adj
858,wee,1,adj
859,addictive,1,adj
860,erratic,2,adj
861,explosive,2,adj
862,disastrous,1,adj
863,civilian,2,adj
864,sadistic,1,adj
865,spatial,1,adj
866,severe,9,adj
867,devastating,3,adj
868,handsome,1,adj
869,rare,2,adj
870,rural,3,adj
871,statewide,1,adj
872,overall,11,adj
873,unpaid,1,adj
874,senatorial,1,adj
875,drunk,1,adj
876,untouched,1,adj
877,complex,3,adj
878,moldovan,3,adj
879,terrifying,1,adj
880,bosnian,2,adj
881,harshest,1,adj
882,mainstream,1,adj
883,representative,1,adj
884,untouchable,1,adj
885,downtown,1,adj
886,satanic,3,adj
887,naked,6,adj
888,tearful,1,adj
889,horrific,2,adj
890,subsequent,5,adj
891,polygamous,4,adj
892,watchful,1,adj
893,vulnerable,2,adj
894,southwestern,1,adj
895,underage,2,adj
896,secluded,1,adj
897,apocalyptic,1,adj
898,able,7,adj
899,conservative,1,adj
900,juicy,2,adj
901,gullible,2,adj
902,dangerous,5,adj
903,youngest,3,adj
904,pretend,1,adj
905,educational,4,adj
906,underground,2,adj
907,phoney,1,adj
908,deathly,1,adj
909,couter-cultural,1,adj
910,imaginary,2,adj
911,relentless,1,adj
912,shocking,1,adj
913,obsessed,2,adj
914,freaky,1,adj
915,ignorant,1,adj
916,20th,1,adj
917,degenerate,2,adj
918,parallel,1,adj
919,aryan,1,adj
920,jewish,5,adj
921,undecided,1,adj
922,obscure,1,adj
923,magickal,1,adj
924,transcendent,1,adj
925,impossible,2,adj
926,mormon,1,adj
927,kindly,1,adj
928,succint,1,adj
929,alchemical,2,adj
930,oppressive,1,adj
931,hardcore,1,adj
932,vacuous,1,adj
933,pyrimidal,1,adj
934,advisory,1,adj
935,multi-nation,1,adj
936,multi-national,2,adj
937,proverbial,1,adj
938,broader,1,adj
939,non-arab,1,adj
940,moslem,9,adj
941,christian,2,adj
942,poison,1,adj
943,libyan,1,adj
944,corrupt,3,adj
945,grotesque,1,adj
946,cultural,5,adj
947,wealthy,1,adj
948,advanced,5,adj
949,cruel,4,adj
950,outside,11,adj
951,silent,2,adj
952,potent,1,adj
953,psychological,1,adj
954,every,2,adj
955,lifelong,1,adj
956,hysterical,2,adj
957,undisputed,1,adj
958,preventive,2,adj
959,determined,4,adj
960,crowded,2,adj
961,strict,2,adj
962,blooded,1,adj
963,murderous,1,adj
964,fanatic,2,adj
965,supreme,5,adj
966,outcast,1,adj
967,naive,2,adj
968,retarded,2,adj
969,poorest,1,adj
970,desperate,2,adj
971,vicious,1,adj
972,inhuman,1,adj
973,cynical,1,adj
974,fellow,5,adj
975,affluent,2,adj
976,offensive,2,adj
977,humble,3,adj
978,civilized,6,adj
979,second,38,adj
980,deliberate,2,adj
981,incredible,3,adj
982,preposterous,1,adj
983,known,2,adj
984,equal,4,adj
985,subtle,3,adj
986,opposite,2,adj
987,adjacent,1,adj
988,european,6,adj
989,bereaved,1,adj
990,orwellian,1,adj
991,dysfunctional,1,adj
992,concentric,1,adj
993,inner,8,adj
994,soft,5,adj
995,communist,3,adj
996,electronic,3,adj
997,outer,9,adj
998,noble,2,adj
999,saudi,2,adj
1000,horrifying,1,adj
1001,receptive,1,adj
1002,blind,7,adj
1003,fashioned,3,adj
1004,anti-democratic,1,adj
1005,mental,7,adj
1006,lawless,2,adj
1007,elite,2,adj
1008,malignant,1,adj
1009,pre-war,1,adj
1010,post-war,1,adj
1011,unfriendly,2,adj
1012,elaborate,1,adj
1013,fertile,1,adj
1014,forceful,1,adj
1015,judicial,2,adj
1016,racial,7,adj
1017,inflammatory,1,adj
1018,temporary,3,adj
1019,understandable,2,adj
1020,biological,12,adj
1021,unbelievable,1,adj
1022,ambitious,4,adj
1023,lone,2,adj
1024,biochemical,4,adj
1025,symbolic,1,adj
1026,handwritten,1,adj
1027,5th,4,adj
1028,west,3,adj
1029,sharpest,1,adj
1030,virulent,1,adj
1031,traceable,1,adj
1032,nonconventional,1,adj
1033,unweaponized,1,adj
1034,half,4,adj
1035,unprocessed,1,adj
1036,lax,1,adj
1037,quarter,2,adj
1038,congressional,1,adj
1039,optimal,1,adj
1040,electrostatic,2,adj
1041,industrial,2,adj
1042,mistaken,1,adj
1043,focused,1,adj
1044,sensational,1,adj
1045,aerial,2,adj
1046,malaysian,2,adj
1047,logistical,1,adj
1048,cardiac,1,adj
1049,pre-arrest,1,adj
1050,faulty,1,adj
1051,cutaneous,1,adj
1052,surprising,1,adj
1053,albanian,1,adj
1054,educated,1,adj
1055,goofy,1,adj
1056,detailed,6,adj
1057,minimal,2,adj
1058,very,5,adj
1059,charitable,1,adj
1060,sufficient,3,adj
1061,reliable,8,adj
1062,pending,1,adj
1063,uncertain,1,adj
1064,apparent,1,adj
1065,coincidental,1,adj
1066,regrettable,2,adj
1067,forthcoming,1,adj
1068,round,3,adj
1069,admin,2,adj
1070,sr.,1,adj
1071,biased,1,adj
1072,unexercised,1,adj
1073,vested,1,adj
1074,specialist,1,adj
1075,salary,1,adj
1076,traditional,2,adj
1077,legislative,4,adj
1078,independent,9,adj
1079,impressionist,2,adj
1080,cubist,1,adj
1081,interested,5,adj
1082,intial,1,adj
1083,attributable,1,adj
1084,maximum,3,adj
1085,fundamental,8,adj
1086,worldwide,2,adj
1087,meaningful,1,adj
1088,proprietary,2,adj
1089,anonymous,1,adj
1090,bondad,1,adj
1091,sole,3,adj
1092,express,2,adj
1093,heartwarming,1,adj
1094,kuwaiti,1,adj
1095,satisfied,4,adj
1096,internal,10,adj
1097,patient,2,adj
1098,pre-meeting,3,adj
1099,seasonal,1,adj
1100,agreeable,1,adj
1101,payable,2,adj
1102,notional,3,adj
1103,english,3,adj
1104,distant,1,adj
1105,defining,1,adj
1106,loving,4,adj
1107,valuable,2,adj
1108,intellectual,4,adj
1109,sixth,1,adj
1110,portable,1,adj
1111,uniform,1,adj
1112,catalytic,1,adj
1113,zipped,1,adj
1114,optimistic,2,adj
1115,roast,1,adj
1116,upstairs,1,adj
1117,stilted,1,adj
1118,marvelous,2,adj
1119,swell,1,adj
1120,7th,2,adj
1121,instant,3,adj
1122,poignant,1,adj
1123,organizational,1,adj
1124,provisional,1,adj
1125,equivalent,1,adj
1126,coastal,1,adj
1127,executable,1,adj
1128,incorrect,2,adj
1129,aware,4,adj
1130,sr,2,adj
1131,2nd,3,adj
1132,firm,2,adj
1133,instructive,1,adj
1134,adequate,1,adj
1135,core,1,adj
1136,non-approved,2,adj
1137,canadian,11,adj
1138,eligible,1,adj
1139,10th,1,adj
1140,nat,1,adj
1141,manual,5,adj
1142,going,1,adj
1143,robust,1,adj
1144,timely,6,adj
1145,forward,5,adj
1146,transactional,1,adj
1147,intercompany,3,adj
1148,outright,1,adj
1149,macro,1,adj
1150,unsociable,1,adj
1151,repeatable,1,adj
1152,later,4,adj
1153,parochial,1,adj
1154,substantive,4,adj
1155,priced,1,adj
1156,extracurricular,2,adj
1157,monumental,4,adj
1158,competitive,6,adj
1159,extrcurricular,1,adj
1160,intra-day,1,adj
1161,exotic,3,adj
1162,automated,1,adj
1163,primary,5,adj
1164,underlying,1,adj
1165,max,1,adj
1166,redlined,1,adj
1167,probing,1,adj
1168,constructive,1,adj
1169,extensive,5,adj
1170,numerical,1,adj
1171,narrow,2,adj
1172,50th,1,adj
1173,remote,4,adj
1174,downstream,3,adj
1175,contractual,2,adj
1176,telegraphic,1,adj
1177,inappropriate,1,adj
1178,affirmative,1,adj
1179,demographic,1,adj
1180,derivative,1,adj
1181,pertinent,1,adj
1182,definitive,1,adj
1183,procedural,1,adj
1184,dth,1,adj
1185,wild,3,adj
1186,modest,1,adj
1187,perishable,1,adj
1188,medium,3,adj
1189,undergraduate,2,adj
1190,sour,1,adj
1191,basis,1,adj
1192,burdensome,1,adj
1193,ended,1,adj
1194,valid,2,adj
1195,left,6,adj
1196,favourable,2,adj
1197,midmarket,2,adj
1198,select,2,adj
1199,reimbursable,2,adj
1200,interpersonal,1,adj
1201,dependent,1,adj
1202,realistic,1,adj
1203,investigative,2,adj
1204,shakespearean,1,adj
1205,concerted,1,adj
1206,pivotal,1,adj
1207,ineffective,1,adj
1208,enthusiastic,1,adj
1209,focal,1,adj
1210,aspirational,1,adj
1211,cross-functional,1,adj
1212,anti-trust,1,adj
1213,hippie,1,adj
1214,permissive,1,adj
1215,insidious,1,adj
1216,tentative,1,adj
1217,superb,2,adj
1218,collective,6,adj
1219,influential,1,adj
1220,totalitarian,1,adj
1221,irreconcilable,1,adj
1222,autonomous,1,adj
1223,healthier,1,adj
1224,holistic,1,adj
1225,viral,1,adj
1226,innovative,2,adj
1227,nutritional,4,adj
1228,revolutionary,3,adj
1229,residual,2,adj
1230,psycho-spiritual,2,adj
1231,innermost,1,adj
1232,cosmic,2,adj
1233,spinal,3,adj
1234,gastric,1,adj
1235,polar,8,adj
1236,nearest,3,adj
1237,extraordinary,3,adj
1238,integral,1,adj
1239,selective,1,adj
1240,based,1,adj
1241,repulsive,1,adj
1242,legit,1,adj
1243,straightforward,1,adj
1244,uninsured,1,adj
1245,homeless,2,adj
1246,proof,1,adj
1247,longer,4,adj
1248,spartan,1,adj
1249,deeper,1,adj
1250,cohesive,1,adj
1251,gated,1,adj
1252,darkest,1,adj
1253,understanding,1,adj
1254,grim,1,adj
1255,unsuccessful,1,adj
1256,gracious,1,adj
1257,distinguished,2,adj
1258,bold,1,adj
1259,intermediary,1,adj
1260,shaped,1,adj
1261,dry,4,adj
1262,martial,1,adj
1263,non-essential,1,adj
1264,municipal,2,adj
1265,expensive,5,adj
